work_year,salary_in_usd,employee_residence,company_size,job_group,_experience_level,_employment_type,_remote_ratio
2022,191200,US,M,Data Engineer,senior,full-time,on-site
2022,130000,US,M,Data Engineer,senior,full-time,on-site
2022,225000,US,M,Data Scientist,senior,full-time,on-site
2022,156400,US,M,Data Scientist,senior,full-time,on-site
2022,169000,US,M,Data Analyst,senior,full-time,on-site
2022,110600,US,M,Data Analyst,senior,full-time,on-site
2022,204500,US,M,ML engineer,senior,full-time,on-site
2022,142200,US,M,ML engineer,senior,full-time,on-site
2022,104663,GB,M,ML engineer,mid-level,full-time,on-site
2022,80036,GB,M,ML engineer,mid-level,full-time,on-site
2022,185900,US,M,Data Scientist,senior,full-time,on-site
2022,129300,US,M,Data Scientist,senior,full-time,on-site
2022,140700,US,M,Data Scientist,senior,full-time,on-site
2022,93800,US,M,Data Scientist,senior,full-time,on-site
2022,350000,US,M,Data Scientist,senior,full-time,remote
2022,135000,US,M,Data Scientist,senior,full-time,remote
2022,115934,US,M,Data Analyst,senior,full-time,remote
2022,81666,US,M,Data Analyst,senior,full-time,remote
2022,12000,MX,L,Data Analyst,entry-level,part-time,remote
2022,104697,CH,L,ML engineer,mid-level,full-time,remote
2022,33000,IT,S,ML engineer,entry-level,full-time,remote
2022,34672,IT,S,Data Scientist,entry-level,full-time,remote
2022,201000,US,M,ML engineer,senior,full-time,on-site
2022,119000,US,M,ML engineer,senior,full-time,on-site
2022,175000,US,M,Data Engineer,senior,full-time,remote
2022,150000,US,M,Data Engineer,senior,full-time,remote
2022,154560,US,M,Data Analyst,senior,full-time,on-site
2022,123648,US,M,Data Analyst,senior,full-time,on-site
2022,130000,US,M,Data Analyst,senior,full-time,on-site
2022,100000,US,M,Data Analyst,senior,full-time,on-site
2022,170000,US,M,Data Engineer,mid-level,full-time,on-site
2022,145000,US,M,Data Engineer,mid-level,full-time,on-site
2022,135000,US,M,Data Engineer,senior,full-time,remote
2022,100000,US,M,Data Engineer,senior,full-time,remote
2022,247500,US,M,Data Scientist,senior,full-time,on-site
2022,172200,US,M,Data Scientist,senior,full-time,on-site
2022,177500,US,M,Data Scientist,senior,full-time,remote
2022,134000,US,M,Data Scientist,senior,full-time,remote
2022,185900,US,M,Data Scientist,senior,full-time,on-site
2022,129300,US,M,Data Scientist,senior,full-time,on-site
2022,192564,US,M,Data Architect,senior,full-time,remote
2022,144854,US,M,Data Architect,senior,full-time,remote
2022,130000,US,M,Data Analyst,senior,full-time,on-site
2022,105000,US,M,Data Analyst,senior,full-time,on-site
2022,179305,US,M,Data Engineer,senior,full-time,remote
2022,142127,US,M,Data Engineer,senior,full-time,remote
2022,315000,US,M,Data Engineer,senior,full-time,remote
2022,225000,US,M,Data Engineer,senior,full-time,remote
2022,243900,US,M,Data Scientist,senior,full-time,remote
2022,156600,US,M,Data Scientist,senior,full-time,remote
2022,206000,US,M,Data Analyst,mid-level,full-time,on-site
2022,160000,US,M,Data Analyst,mid-level,full-time,on-site
2022,109000,US,M,Data Analyst,mid-level,full-time,on-site
2022,79000,US,M,Data Analyst,mid-level,full-time,on-site
2022,160000,US,M,Data Analyst,mid-level,full-time,on-site
2022,109000,US,M,Data Analyst,mid-level,full-time,on-site
2022,89306,AT,L,Data Scientist,mid-level,full-time,hybrid
2022,182500,US,M,Data Engineer,senior,full-time,remote
2022,128500,US,M,Data Engineer,senior,full-time,remote
2022,160000,US,M,Data Engineer,mid-level,full-time,remote
2022,90000,US,M,Data Engineer,mid-level,full-time,remote
2022,77300,US,M,Data Lead,entry-level,full-time,remote
2022,45600,US,M,Data Lead,entry-level,full-time,remote
2022,127000,US,M,Data Analyst,senior,full-time,remote
2022,110000,US,M,Data Analyst,senior,full-time,remote
2022,210000,US,M,Data Architect,senior,full-time,remote
2022,136000,US,M,Data Architect,senior,full-time,remote
2022,12608,SK,S,Data Engineer,senior,full-time,remote
2022,170000,US,M,Data Engineer,senior,full-time,remote
2022,140000,US,M,Data Engineer,senior,full-time,remote
2022,247500,US,M,Data Engineer,senior,full-time,on-site
2022,172200,US,M,Data Engineer,senior,full-time,on-site
2022,225000,US,M,Data Engineer,senior,full-time,on-site
2022,184100,US,M,Data Engineer,senior,full-time,on-site
2022,130000,US,M,ML engineer,mid-level,full-time,on-site
2022,90000,US,M,ML engineer,mid-level,full-time,on-site
2022,120000,US,M,Data Scientist,mid-level,full-time,remote
2022,100000,US,M,Data Scientist,mid-level,full-time,remote
2022,85000,US,M,Data Scientist,mid-level,full-time,remote
2022,78000,US,M,Data Scientist,mid-level,full-time,remote
2022,161000,US,M,Data Engineer,senior,full-time,remote
2022,110000,US,M,Data Engineer,senior,full-time,remote
2022,136000,US,M,Data Scientist,senior,full-time,remote
2022,104000,US,M,Data Scientist,senior,full-time,remote
2022,47280,ES,M,Data Scientist,senior,full-time,on-site
2022,37824,ES,M,Data Scientist,senior,full-time,on-site
2022,205000,US,M,Data Lead,executive,full-time,on-site
2022,160000,US,M,Data Lead,executive,full-time,on-site
2022,169000,US,M,Data Analyst,senior,full-time,on-site
2022,110600,US,M,Data Analyst,senior,full-time,on-site
2022,61566,GB,M,Data Engineer,entry-level,full-time,remote
2022,49253,GB,M,Data Engineer,entry-level,full-time,remote
2022,160000,US,M,Data Engineer,senior,full-time,on-site
2022,130000,US,M,Data Engineer,senior,full-time,on-site
2022,245000,US,M,Data Scientist,senior,full-time,on-site
2022,180000,US,M,Data Scientist,senior,full-time,on-site
2022,135000,US,M,Data Engineer,senior,full-time,on-site
2022,100000,US,M,Data Engineer,senior,full-time,on-site
2022,220000,US,M,Data Engineer,senior,full-time,on-site
2022,150000,US,M,Data Engineer,senior,full-time,on-site
2022,198440,US,L,Data Scientist,senior,full-time,on-site
2022,144000,US,L,Data Scientist,senior,full-time,on-site
2022,240000,US,M,Data Engineer,senior,full-time,on-site
2022,170000,US,M,Data Engineer,senior,full-time,on-site
2022,198440,US,M,Data Scientist,senior,full-time,on-site
2022,144000,US,M,Data Scientist,senior,full-time,on-site
2022,150000,US,M,Data Analyst,mid-level,full-time,remote
2022,100000,US,M,Data Analyst,mid-level,full-time,remote
2022,120000,US,M,Data Analyst,senior,full-time,on-site
2022,95000,US,M,Data Analyst,senior,full-time,on-site
2022,57872,GB,M,Data Scientist,mid-level,full-time,hybrid
2022,64000,US,L,Data Analyst,entry-level,full-time,remote
2022,39925,FR,L,Data Scientist,entry-level,full-time,hybrid
2022,187200,CA,M,ML engineer,senior,full-time,remote
2022,116100,CA,M,ML engineer,senior,full-time,remote
2022,150000,US,M,Data Analyst,senior,full-time,on-site
2022,127000,US,M,Data Analyst,senior,full-time,on-site
2022,275000,US,M,Data Engineer,senior,full-time,remote
2022,166000,US,M,Data Engineer,senior,full-time,remote
2022,159699,US,M,Data Scientist,senior,full-time,on-site
2022,138938,US,M,Data Scientist,senior,full-time,on-site
2022,76000,US,L,Data Analyst,entry-level,full-time,hybrid
2022,166700,US,M,Data Analyst,senior,full-time,on-site
2022,119000,US,M,Data Analyst,senior,full-time,on-site
2022,130000,US,M,Data Analyst,senior,full-time,on-site
2022,100000,US,M,Data Analyst,senior,full-time,on-site
2022,103432,GB,M,Analytics engineer,senior,full-time,on-site
2022,92350,GB,M,Analytics engineer,senior,full-time,on-site
2022,80000,US,M,Data Analyst,senior,full-time,on-site
2022,52500,US,M,Data Analyst,senior,full-time,on-site
2022,236000,US,M,Data Engineer,senior,full-time,remote
2022,182000,US,M,Data Engineer,senior,full-time,remote
2022,180000,US,M,Data Scientist,senior,full-time,remote
2022,140000,US,M,Data Scientist,senior,full-time,remote
2022,225000,US,M,Data Scientist,senior,full-time,on-site
2022,156400,US,M,Data Scientist,senior,full-time,on-site
2022,135000,US,M,Data Analyst,senior,full-time,remote
2022,100000,US,M,Data Analyst,senior,full-time,remote
2022,204500,US,M,ML engineer,senior,full-time,on-site
2022,142200,US,M,ML engineer,senior,full-time,on-site
2022,240000,US,M,Data Scientist,mid-level,full-time,remote
2022,125404,CN,S,Data Analyst,entry-level,part-time,hybrid
2022,300000,US,M,Data Engineer,senior,full-time,on-site
2022,130000,US,M,Data Engineer,senior,full-time,on-site
2022,195000,US,M,Data Engineer,senior,full-time,remote
2022,175000,US,M,Data Engineer,senior,full-time,remote
2022,155000,US,M,Data Engineer,senior,full-time,on-site
2022,110000,US,M,Data Engineer,senior,full-time,on-site
2022,123000,US,M,Data Analyst,senior,full-time,on-site
2022,92250,US,M,Data Analyst,senior,full-time,on-site
2022,170000,US,M,Data Engineer,senior,full-time,on-site
2022,150000,US,M,Data Engineer,senior,full-time,on-site
2022,180000,US,M,ML engineer,mid-level,full-time,remote
2022,100000,US,M,ML engineer,mid-level,full-time,remote
2022,97000,US,M,Data Engineer,senior,full-time,remote
2022,90000,US,M,Data Engineer,senior,full-time,remote
2022,200000,US,M,Data Engineer,senior,full-time,on-site
2022,160000,US,M,Data Engineer,senior,full-time,on-site
2022,210000,US,M,ML engineer,senior,full-time,remote
2022,180000,US,M,ML engineer,senior,full-time,remote
2022,260000,US,M,Data Engineer,senior,full-time,on-site
2022,180000,US,M,Data Engineer,senior,full-time,on-site
2022,210000,US,M,Analytics engineer,executive,full-time,remote
2022,157000,US,M,Analytics engineer,executive,full-time,remote
2022,180000,US,M,Data Scientist,entry-level,full-time,remote
2022,100000,US,M,Data Scientist,entry-level,full-time,remote
2022,80000,US,M,Data Analyst,mid-level,full-time,on-site
2022,52500,US,M,Data Analyst,mid-level,full-time,on-site
2022,128000,US,M,Data Architect,senior,full-time,on-site
2022,81500,US,M,Data Architect,senior,full-time,on-site
2022,105000,US,M,Data Engineer,senior,full-time,on-site
2022,70000,US,M,Data Engineer,senior,full-time,on-site
2022,175000,US,M,Data Scientist,senior,full-time,on-site
2022,122500,US,M,Data Scientist,senior,full-time,on-site
2022,171000,US,M,Data Engineer,senior,full-time,on-site
2022,117000,US,M,Data Engineer,senior,full-time,on-site
2022,202800,US,L,Data Scientist,senior,full-time,on-site
2022,104300,US,L,Data Scientist,senior,full-time,on-site
2022,50432,ES,M,Data Analyst,senior,full-time,on-site
2022,36773,ES,M,Data Analyst,senior,full-time,on-site
2022,197000,US,M,Data Engineer,senior,full-time,on-site
2022,99000,US,M,Data Engineer,senior,full-time,on-site
2022,160000,US,M,Data Engineer,senior,full-time,on-site
2022,110000,US,M,Data Engineer,senior,full-time,on-site
2022,185900,US,M,Data Scientist,senior,full-time,on-site
2022,129300,US,M,Data Scientist,senior,full-time,on-site
2022,30000,MX,L,Data Scientist,mid-level,full-time,remote
2022,78000,BR,M,Analytics engineer,mid-level,full-time,remote
2022,48000,BR,M,Analytics engineer,mid-level,full-time,remote
2022,170000,US,M,Data Engineer,senior,full-time,on-site
2022,130000,US,M,Data Engineer,senior,full-time,on-site
2022,150000,US,M,Data Analyst,senior,full-time,on-site
2022,95000,US,M,Data Analyst,senior,full-time,on-site
2022,78000,BR,M,Data Engineer,mid-level,full-time,remote
2022,42000,BR,M,Data Engineer,mid-level,full-time,remote
2022,345600,US,M,Data Architect,senior,full-time,on-site
2022,230400,US,M,Data Architect,senior,full-time,on-site
2022,145000,US,M,Data Engineer,senior,full-time,on-site
2022,115000,US,M,Data Engineer,senior,full-time,on-site
2022,78000,BR,M,Data Analyst,mid-level,full-time,remote
2022,48000,BR,M,Data Analyst,mid-level,full-time,remote
2022,175950,US,M,Data Analyst,senior,full-time,remote
2022,130050,US,M,Data Analyst,senior,full-time,remote
2022,205600,US,L,Data Engineer,senior,full-time,on-site
2022,105700,US,L,Data Engineer,senior,full-time,on-site
2022,236600,US,M,Data Analyst,senior,full-time,remote
2022,89200,US,M,Data Analyst,senior,full-time,remote
2022,84000,BR,M,Data Scientist,mid-level,full-time,remote
2022,54000,BR,M,Data Scientist,mid-level,full-time,remote
2022,80000,US,L,Data Scientist,entry-level,full-time,remote
2022,200000,GB,S,Data Analyst,senior,full-time,remote
2022,73742,CA,L,Data Scientist,entry-level,full-time,remote
2022,165000,US,S,Data Lead,senior,full-time,hybrid
2022,33246,GB,L,Data Scientist,entry-level,full-time,hybrid
2022,185900,US,M,Data Engineer,senior,full-time,on-site
2022,129300,US,M,Data Engineer,senior,full-time,on-site
2022,169000,US,M,Data Analyst,senior,full-time,on-site
2022,110600,US,M,Data Analyst,senior,full-time,on-site
2021,5409,IN,L,Data Analyst,entry-level,full-time,hybrid
2021,75050,AU,L,Data Engineer,mid-level,full-time,hybrid
2022,225000,US,M,Data Engineer,senior,full-time,on-site
2022,184100,US,M,Data Engineer,senior,full-time,on-site
2022,185900,US,M,Data Scientist,senior,full-time,on-site
2022,129300,US,M,Data Scientist,senior,full-time,on-site
2022,225000,US,M,Data Scientist,senior,full-time,on-site
2022,156400,US,M,Data Scientist,senior,full-time,on-site
2022,185900,US,M,Data Scientist,senior,full-time,on-site
2022,129300,US,M,Data Scientist,senior,full-time,on-site
2022,108000,US,S,ML engineer,entry-level,full-time,on-site
2022,8000,IN,L,Data Scientist,senior,full-time,remote
2022,155000,US,M,Data Scientist,senior,full-time,remote
2022,38000,US,M,Data Scientist,senior,full-time,remote
2022,85000,US,M,Data Analyst,mid-level,full-time,on-site
2022,65000,US,M,Data Analyst,mid-level,full-time,on-site
2022,155000,US,M,Data Scientist,senior,full-time,remote
2022,38000,US,M,Data Scientist,senior,full-time,remote
2022,110820,GB,M,Data Engineer,mid-level,full-time,on-site
2022,92350,GB,M,Data Engineer,mid-level,full-time,on-site
2022,153600,US,M,Data Scientist,senior,full-time,remote
2022,106800,US,M,Data Scientist,senior,full-time,remote
2022,185000,US,M,Data Scientist,senior,full-time,remote
2022,50000,US,M,Data Scientist,senior,full-time,remote
2022,185900,US,M,Data Engineer,senior,full-time,on-site
2022,129300,US,M,Data Engineer,senior,full-time,on-site
2022,155000,US,M,Data Scientist,senior,full-time,remote
2022,38000,US,M,Data Scientist,senior,full-time,remote
2022,168000,US,M,Data Scientist,senior,full-time,remote
2022,130000,US,M,Data Scientist,senior,full-time,remote
2022,123400,US,M,Data Scientist,senior,full-time,on-site
2022,88100,US,M,Data Scientist,senior,full-time,on-site
2022,120000,US,S,Data Scientist,senior,full-time,remote
2022,55000,US,S,Data Scientist,senior,full-time,remote
2022,185900,US,M,Data Scientist,senior,full-time,on-site
2022,129300,US,M,Data Scientist,senior,full-time,on-site
2022,191200,US,M,Data Engineer,senior,full-time,on-site
2022,130000,US,M,Data Engineer,senior,full-time,on-site
2022,169000,US,M,Data Analyst,senior,full-time,on-site
2022,110600,US,M,Data Analyst,senior,full-time,on-site
2022,150000,US,M,Analytics engineer,senior,full-time,on-site
2022,120000,US,M,Analytics engineer,senior,full-time,on-site
2022,139000,US,M,Consultant,senior,full-time,on-site
2022,122000,US,M,Consultant,senior,full-time,on-site
2022,185900,US,M,Data Scientist,senior,full-time,on-site
2022,129300,US,M,Data Scientist,senior,full-time,on-site
2022,139600,US,M,Data Analyst,senior,full-time,on-site
2022,85700,US,M,Data Analyst,senior,full-time,on-site
2022,185000,US,M,Data Engineer,senior,full-time,remote
2022,50000,US,M,Data Engineer,senior,full-time,remote
2022,185900,US,M,Data Engineer,senior,full-time,on-site
2022,129300,US,M,Data Engineer,senior,full-time,on-site
2022,225000,US,M,Data Scientist,senior,full-time,on-site
2022,156400,US,M,Data Scientist,senior,full-time,on-site
2022,200000,US,M,Data Scientist,senior,full-time,remote
2022,175000,US,M,Data Scientist,senior,full-time,remote
2022,185900,US,M,Data Engineer,senior,full-time,on-site
2022,129300,US,M,Data Engineer,senior,full-time,on-site
2022,148500,US,L,ML engineer,mid-level,full-time,remote
2022,98200,US,L,ML engineer,mid-level,full-time,remote
2022,115000,US,M,Data Analyst,senior,full-time,remote
2022,95000,US,M,Data Analyst,senior,full-time,remote
2022,225000,US,M,Data Architect,senior,full-time,remote
2022,66000,US,M,Data Architect,senior,full-time,remote
2022,185000,US,M,Data Scientist,senior,full-time,remote
2022,50000,US,M,Data Scientist,senior,full-time,remote
2022,47280,ES,M,Data Scientist,senior,full-time,on-site
2022,37824,ES,M,Data Scientist,senior,full-time,on-site
2022,134000,US,M,Data Lead,mid-level,full-time,on-site
2022,98000,US,M,Data Lead,mid-level,full-time,on-site
2022,105000,US,M,Data Analyst,mid-level,full-time,on-site
2022,62000,US,M,Data Analyst,mid-level,full-time,on-site
2022,57000,US,L,Data Analyst,entry-level,full-time,remote
2022,161311,CA,M,Data Engineer,senior,full-time,hybrid
2022,144200,US,M,Data Scientist,mid-level,full-time,remote
2022,115360,US,M,Data Scientist,mid-level,full-time,remote
2022,83171,AU,L,Data Scientist,mid-level,full-time,on-site
2022,38154,IN,L,Data Architect,senior,full-time,remote
2022,73546,PT,M,Data Engineer,senior,full-time,on-site
2022,42026,PT,M,Data Engineer,senior,full-time,on-site
2022,170000,US,M,Data Engineer,senior,full-time,remote
2022,150000,US,M,Data Engineer,senior,full-time,remote
2022,180000,US,M,Data Architect,senior,full-time,remote
2022,160000,US,M,Data Architect,senior,full-time,remote
2022,108000,US,L,Data Scientist,mid-level,full-time,hybrid
2022,200000,US,M,Data Lead,senior,full-time,remote
2022,150000,US,M,Data Lead,senior,full-time,remote
2022,125976,CA,L,Data Lead,executive,full-time,hybrid
2022,188700,US,M,Data Engineer,senior,full-time,remote
